Reduzido,Clustering,Regressão Linear,Árvore de Decisão,Random Forest,XGBoost,K-NN,Regressão Linear Bayesiana,Redes Neurais,3-Fold,R²,MSE,Modelo,Tipo de Busca,Tempo Execução (s),max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,learning_rate,subsample,metric,n_neighbors,weights,alpha_1,alpha_2,lambda_1,lambda_2,activation,alpha,hidden_layer_sizes,learning_rate_init
X,X,X,,,,,,,X,0.14645956327012477,1.0267533379814515e-06,Regressão Linear,nenhuma,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05695169054631266,1.134425456536132e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06744585723010366,1.1218016601601833e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05228303242761001,1.1400415470000325e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04163768962891834,1.152847198357793e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08384917699956185,1.1020695389828964e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04439979676859018,1.149524564064817e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05001837873737747,1.1427657773185479e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06994621061992967,1.118793898513913e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08036847265066216,1.1062565987342207e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06934840091467542,1.1195130245024825e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08513086560989791,1.1005277513858644e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06550275560549024,1.124139084367937e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.03909601846163746,1.1559046625888435e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06321287281157772,1.126893663648614e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0648541580748796,1.124919304789728e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06843375171268828,1.1206132876895675e-06,Árvore de Decisão,grid,7.82,3.0,sqrt,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08506625031078885,1.1006054793659226e-06,Árvore de Decisão,grid,7.82,3.0,log2,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07408622356818828,1.11381373362542e-06,Árvore de Decisão,grid,7.82,3.0,log2,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09407581779345664,1.0897675587607317e-06,Árvore de Decisão,grid,7.82,3.0,log2,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08552694932763982,1.1000512885707344e-06,Árvore de Decisão,grid,7.82,3.0,log2,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.03246153254097495,1.1638855153659302e-06,Árvore de Decisão,grid,7.82,3.0,log2,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08676846782310865,1.0985578229954279e-06,Árvore de Decisão,grid,7.82,3.0,log2,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06096585144522648,1.1295966834343618e-06,Árvore de Decisão,grid,7.82,3.0,log2,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.1020048248949239,1.080229481643377e-06,Árvore de Decisão,grid,7.82,3.0,log2,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.057158359559808636,1.1341768472256261e-06,Árvore de Decisão,grid,7.82,3.0,log2,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04989682639826498,1.1429119968349907e-06,Árvore de Decisão,grid,7.82,3.0,log2,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09878736459254789,1.084099876018533e-06,Árvore de Decisão,grid,7.82,3.0,log2,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09220254655970694,1.092020981574027e-06,Árvore de Decisão,grid,7.82,3.0,log2,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08489425793044636,1.1008123749540222e-06,Árvore de Decisão,grid,7.82,3.0,log2,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07206311173383917,1.1162474048841436e-06,Árvore de Decisão,grid,7.82,3.0,log2,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04708545557331989,1.1462938921203217e-06,Árvore de Decisão,grid,7.82,3.0,log2,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07240901451725801,1.1158313064520022e-06,Árvore de Decisão,grid,7.82,3.0,log2,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.026650792759449704,1.2349937777355363e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.02341063369723062,1.1747731548961096e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05951371268592576,1.1313435114159822e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.03848238874179766,1.156642819020593e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0721747673452795,1.116113090484008e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.040914867289810086,1.1537167063711337e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.051479487570481486,1.1410081589246361e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06977147760427005,1.1190040909071069e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05041715757420617,1.1422860724513724e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08616960712640342,1.0992782132579955e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09587994460436433,1.0875973121672157e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10155812318751478,1.0807668345904987e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09943218761094053,1.0833241960881498e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11440408538283864,1.0653139819826423e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.036265260175471936,1.159309879722404e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09413457430595684,1.0896968785178965e-06,Árvore de Decisão,grid,7.82,5.0,sqrt,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.011473872385151629,1.1891322982880984e-06,Árvore de Decisão,grid,7.82,5.0,log2,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.045664469496340065,1.1480032454619795e-06,Árvore de Decisão,grid,7.82,5.0,log2,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08201903271579114,1.104271082895155e-06,Árvore de Decisão,grid,7.82,5.0,log2,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05162818160574667,1.1408292897223389e-06,Árvore de Decisão,grid,7.82,5.0,log2,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05003698831801928,1.142743391209794e-06,Árvore de Decisão,grid,7.82,5.0,log2,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.030675695607998876,1.1660337604321494e-06,Árvore de Decisão,grid,7.82,5.0,log2,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06155195678018355,1.1288916370379879e-06,Árvore de Decisão,grid,7.82,5.0,log2,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.061992643599361075,1.1283615196081346e-06,Árvore de Decisão,grid,7.82,5.0,log2,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05108377747473036,1.14148417229694e-06,Árvore de Decisão,grid,7.82,5.0,log2,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04720972969184001,1.1461443984812105e-06,Árvore de Decisão,grid,7.82,5.0,log2,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09642928729631361,1.0869364888267121e-06,Árvore de Decisão,grid,7.82,5.0,log2,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07653567960136654,1.110867198171353e-06,Árvore de Decisão,grid,7.82,5.0,log2,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.12644088959493804,1.0508344935230772e-06,Árvore de Decisão,grid,7.82,5.0,log2,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08892799309227517,1.0959600552937978e-06,Árvore de Decisão,grid,7.82,5.0,log2,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10145793047811735,1.0808873598689606e-06,Árvore de Decisão,grid,7.82,5.0,log2,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09456064617735238,1.0891843419146498e-06,Árvore de Decisão,grid,7.82,5.0,log2,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.18653356363942009,1.427322297419585e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.05761849260501428,1.2722458958751998e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.02275172637077416,1.2303034558043086e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.013753753254540424,1.2194794824638586e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.12372053111116288,1.3517623262198417e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.16217754135220042,1.3980235950884291e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.1322183832312609,1.3619846867015688e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.05539733212133924,1.269573985040438e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.028108029410772062,1.2367467381479412e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.024169084078948133,1.2320084444555281e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.039525344151402186,1.1553882118548444e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.03148503554900661,1.2408090557319804e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.059108755478987085,1.2740385846740853e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.03240944801485934,1.24192106348714e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.04161393170184313,1.2529934555418324e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05968931579016745,1.1311322723631133e-06,Árvore de Decisão,grid,7.82,8.0,sqrt,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.12098948817995736,1.348477060138566e-06,Árvore de Decisão,grid,7.82,8.0,log2,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.06899342707713618,1.285929198312888e-06,Árvore de Decisão,grid,7.82,8.0,log2,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.03302443882869199,1.2426608572259695e-06,Árvore de Decisão,grid,7.82,8.0,log2,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.004394273714074748,1.2082206405315886e-06,Árvore de Decisão,grid,7.82,8.0,log2,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.055692430809940685,1.26992896946826e-06,Árvore de Decisão,grid,7.82,8.0,log2,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.03687415094184043,1.2472918091906901e-06,Árvore de Decisão,grid,7.82,8.0,log2,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.028649730550695418,1.2373983692009883e-06,Árvore de Decisão,grid,7.82,8.0,log2,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.00531524707883646,1.209328511272996e-06,Árvore de Decisão,grid,7.82,8.0,log2,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.028789168112329566,1.2375661034707277e-06,Árvore de Decisão,grid,7.82,8.0,log2,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.04913662229135274,1.2620427604616705e-06,Árvore de Decisão,grid,7.82,8.0,log2,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.05017450251510813,1.2632912625106754e-06,Árvore de Decisão,grid,7.82,8.0,log2,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.034810816530904676,1.2448097528022234e-06,Árvore de Decisão,grid,7.82,8.0,log2,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.057145545291045985,1.1341922619531067e-06,Árvore de Decisão,grid,7.82,8.0,log2,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.008316263187319595,1.1929306956977585e-06,Árvore de Decisão,grid,7.82,8.0,log2,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.010023105876897365,1.1908774755414324e-06,Árvore de Decisão,grid,7.82,8.0,log2,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.00789002907068792,1.1934434274714164e-06,Árvore de Decisão,grid,7.82,8.0,log2,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.43545224256920023,1.7267551930141602e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.09940455386490687,1.3225117954546828e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.23882823090945782,1.4902293629405282e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.25151595193898446,1.5054918617722815e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.30239426464401875,1.56669514535765e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.360933212955465,1.6371136726988719e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.2512730284484168,1.5051996406963002e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.17019707312361043,1.4076705674649111e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.3238268907749806,1.5924771932545067e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.16767602879532606,1.4046379159725197e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.06745432569295051,1.284077759979446e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.09502618955590258,1.3172449094634435e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.10779209400150247,1.3326014578328327e-06,Árvore de Decisão,grid,7.82,12.0,sqrt,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
