Reduzido,Clustering,Regressão Linear,Árvore de Decisão,Random Forest,XGBoost,K-NN,Regressão Linear Bayesiana,Redes Neurais,3-Fold,R²,MSE,Modelo,Tipo de Busca,Tempo Execução (s),max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,colsample_bytree,learning_rate,subsample,metric,n_neighbors,weights,alpha_1,alpha_2,lambda_1,lambda_2,activation,alpha,hidden_layer_sizes,learning_rate_init
X,X,X,,,,,,,X,0.1464595632701271,1.0267533379814485e-06,Regressão Linear,nenhuma,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11143939678529957,1.0688803085239612e-06,Árvore de Decisão,grid,173.45,3.0,N/A,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11143939678529957,1.0688803085239612e-06,Árvore de Decisão,grid,173.45,3.0,N/A,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11143939678529935,1.0688803085239614e-06,Árvore de Decisão,grid,173.45,3.0,N/A,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11143939678529957,1.0688803085239612e-06,Árvore de Decisão,grid,173.45,3.0,N/A,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10263278200776804,1.0794740902946178e-06,Árvore de Decisão,grid,173.45,3.0,N/A,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10263278200776782,1.0794740902946182e-06,Árvore de Decisão,grid,173.45,3.0,N/A,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10263278200776793,1.079474090294618e-06,Árvore de Decisão,grid,173.45,3.0,N/A,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10263278200776804,1.0794740902946178e-06,Árvore de Decisão,grid,173.45,3.0,N/A,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.1111985243018544,1.0691700623724756e-06,Árvore de Decisão,grid,173.45,3.0,N/A,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.1111985243018545,1.0691700623724754e-06,Árvore de Decisão,grid,173.45,3.0,N/A,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11119852430185473,1.0691700623724754e-06,Árvore de Decisão,grid,173.45,3.0,N/A,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.1111985243018545,1.0691700623724754e-06,Árvore de Decisão,grid,173.45,3.0,N/A,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.1128423319303562,1.0671926692731752e-06,Árvore de Decisão,grid,173.45,3.0,N/A,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11284233193035609,1.0671926692731752e-06,Árvore de Decisão,grid,173.45,3.0,N/A,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11284233193035631,1.067192669273175e-06,Árvore de Decisão,grid,173.45,3.0,N/A,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11284233193035609,1.0671926692731752e-06,Árvore de Decisão,grid,173.45,3.0,N/A,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06545608931078795,1.1241952208692614e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.055586336496240785,1.1360678881868324e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05165146683469557,1.1408012791143815e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09555417427818869,1.0879891925696224e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05581918137525632,1.1357877910215744e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10742730956211988,1.0737065871294072e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06414240586643971,1.125775496159678e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06978233429358505,1.1189910310197085e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.048522135127153865,1.1445656605521018e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06175128350858472,1.128651860016387e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06896118997341572,1.119978813947637e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05087597816786882,1.1417341412764621e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06033850510247696,1.1303513400666315e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07581691206594332,1.1117318285209775e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05226483975925078,1.1400634315905695e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08809407328797436,1.0969632062938315e-06,Árvore de Decisão,grid,173.45,3.0,sqrt,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04691688628229651,1.1464966699557838e-06,Árvore de Decisão,grid,173.45,3.0,log2,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04174991903762437,1.1527121937170639e-06,Árvore de Decisão,grid,173.45,3.0,log2,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06474626774456715,1.1250490898028535e-06,Árvore de Decisão,grid,173.45,3.0,log2,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07747286419137278,1.109739826385922e-06,Árvore de Decisão,grid,173.45,3.0,log2,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05084829196084806,1.141767445973289e-06,Árvore de Decisão,grid,173.45,3.0,log2,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08770849916957657,1.0974270267481042e-06,Árvore de Decisão,grid,173.45,3.0,log2,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10626819168691082,1.075100930146177e-06,Árvore de Decisão,grid,173.45,3.0,log2,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0668887512209071,1.122471822263743e-06,Árvore de Decisão,grid,173.45,3.0,log2,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06482926344691797,1.1249492513994695e-06,Árvore de Decisão,grid,173.45,3.0,log2,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05005530734480956,1.1427213546183263e-06,Árvore de Decisão,grid,173.45,3.0,log2,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08427829090177463,1.1015533430154749e-06,Árvore de Decisão,grid,173.45,3.0,log2,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.044203985581898864,1.1497601121195989e-06,Árvore de Decisão,grid,173.45,3.0,log2,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06496178854220147,1.1247898323747894e-06,Árvore de Decisão,grid,173.45,3.0,log2,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05383532290265014,1.1381742430526406e-06,Árvore de Decisão,grid,173.45,3.0,log2,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04879322072301917,1.144239562304783e-06,Árvore de Decisão,grid,173.45,3.0,log2,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.025024835130898704,1.1728313761134394e-06,Árvore de Decisão,grid,173.45,3.0,log2,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11842834634086863,1.060473059170132e-06,Árvore de Decisão,grid,173.45,5.0,N/A,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11218932063134213,1.067978199169768e-06,Árvore de Decisão,grid,173.45,5.0,N/A,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11218932063134246,1.0679781991697678e-06,Árvore de Decisão,grid,173.45,5.0,N/A,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11019553100577706,1.070376597728511e-06,Árvore de Decisão,grid,173.45,5.0,N/A,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0974429749325254,1.0857170888787278e-06,Árvore de Decisão,grid,173.45,5.0,N/A,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0972275606807077,1.085976218139141e-06,Árvore de Decisão,grid,173.45,5.0,N/A,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0972275606807077,1.085976218139141e-06,Árvore de Decisão,grid,173.45,5.0,N/A,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09523377105514241,1.088374616697884e-06,Árvore de Decisão,grid,173.45,5.0,N/A,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09635378481718293,1.087027313372495e-06,Árvore de Decisão,grid,173.45,5.0,N/A,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09635378481718293,1.087027313372495e-06,Árvore de Decisão,grid,173.45,5.0,N/A,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09635378481718293,1.087027313372495e-06,Árvore de Decisão,grid,173.45,5.0,N/A,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09842034013509182,1.0845413824435333e-06,Árvore de Decisão,grid,173.45,5.0,N/A,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07681484181286691,1.1105313842835018e-06,Árvore de Decisão,grid,173.45,5.0,N/A,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07681484181286669,1.1105313842835023e-06,Árvore de Decisão,grid,173.45,5.0,N/A,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07681484181286669,1.1105313842835023e-06,Árvore de Decisão,grid,173.45,5.0,N/A,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07681484181286669,1.1105313842835023e-06,Árvore de Decisão,grid,173.45,5.0,N/A,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0790558585193003,1.1078355877110298e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09194751869863182,1.092327763416303e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04667013107752116,1.146793500333426e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07210590944084849,1.1161959220408723e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06612593575824044,1.1233894393898368e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06647607729949334,1.1229682420091658e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06578298193562726,1.123801990414942e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0816302832824154,1.1047387230457334e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11141492476604653,1.068909746763058e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.08353077108045581,1.1024525604851088e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06311619591810247,1.1270099596303973e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04791635942350814,1.145294369115892e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.019299586565365456,1.1797184758013657e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09347011271389427,1.0904961823683673e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0778815139563872,1.1092482474375343e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05274894176225553,1.139481088533206e-06,Árvore de Decisão,grid,173.45,5.0,sqrt,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07476626330165925,1.1129956902893873e-06,Árvore de Decisão,grid,173.45,5.0,log2,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.03883487424774057,1.1562188020036563e-06,Árvore de Decisão,grid,173.45,5.0,log2,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.07640711923714805,1.1110218478837897e-06,Árvore de Decisão,grid,173.45,5.0,log2,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.05773240140961089,1.133486312413141e-06,Árvore de Decisão,grid,173.45,5.0,log2,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09740676713794727,1.0857606444882154e-06,Árvore de Decisão,grid,173.45,5.0,log2,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.04250347045257996,1.1518057206346512e-06,Árvore de Decisão,grid,173.45,5.0,log2,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.0712005441568535,1.1172850172816273e-06,Árvore de Decisão,grid,173.45,5.0,log2,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06279368707619548,1.127397916680476e-06,Árvore de Decisão,grid,173.45,5.0,log2,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09066278827564589,1.0938732101150686e-06,Árvore de Decisão,grid,173.45,5.0,log2,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06538331728894986,1.1242827608534479e-06,Árvore de Decisão,grid,173.45,5.0,log2,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06771262054383165,1.1214807613356702e-06,Árvore de Decisão,grid,173.45,5.0,log2,5.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.10478932485901382,1.0768799102467458e-06,Árvore de Decisão,grid,173.45,5.0,log2,5.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.06257683178673723,1.1276587794149507e-06,Árvore de Decisão,grid,173.45,5.0,log2,10.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.11353206184509146,1.0663629692826588e-06,Árvore de Decisão,grid,173.45,5.0,log2,10.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.09210513465436143,1.0921381617270329e-06,Árvore de Decisão,grid,173.45,5.0,log2,10.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.044425443543677945,1.1494937126712607e-06,Árvore de Decisão,grid,173.45,5.0,log2,10.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.003382387945879639,1.207003408113016e-06,Árvore de Decisão,grid,173.45,8.0,N/A,1.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.046625345255795425,1.259021858383811e-06,Árvore de Decisão,grid,173.45,8.0,N/A,1.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.004943984499605536,1.2088819066646034e-06,Árvore de Decisão,grid,173.45,8.0,N/A,1.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.0064273102015039996,1.2106662504990594e-06,Árvore de Decisão,grid,173.45,8.0,N/A,1.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.04310525018242206,1.2547874141664455e-06,Árvore de Decisão,grid,173.45,8.0,N/A,2.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.03923766824366992,1.2501349659699141e-06,Árvore de Decisão,grid,173.45,8.0,N/A,2.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.04186236891408468,1.2532923092644808e-06,Árvore de Decisão,grid,173.45,8.0,N/A,2.0,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,-0.014580405846517763,1.2204738914826223e-06,Árvore de Decisão,grid,173.45,8.0,N/A,2.0,20.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.03575134129282387,1.1599280905364484e-06,Árvore de Decisão,grid,173.45,8.0,N/A,5.0,2.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
X,X,,X,,,,,,X,0.033477664932409223,1.1626631745372594e-06,Árvore de Decisão,grid,173.45,8.0,N/A,5.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
